INFO | 327 | keypoint | Camera Started: mavi-el-resized.mp4
INFO | 344 | keypoint | Resolution H: 720, W: 1280. Writer Object Created with the Name: mavi-el-resized-output.mp4.
INFO | 344 | keypoint | Filtering Values Set. Hue Min: 93, Saturation Min: 44, Value Min: 38, Hue Max: 170, Saturation Max: 232, Value Max: 255
INFO | 1235 | eklem_tracker | isaret_uc Has Been Created. Coordinates: x: 465, y: 278
INFO | 1563 | eklem_tracker | isaret_DIP Has Been Created. Coordinates: x: 532, y: 270
INFO | 1939 | eklem_tracker | isaret_PIP Has Been Created. Coordinates: x: 588, y: 249
INFO | 2363 | eklem_tracker | isaret_MP Has Been Created. Coordinates: x: 704, y: 300
INFO | 2827 | eklem_tracker | CMC Has Been Created. Coordinates: x: 809, y: 439
INFO | 3332 | eklem_tracker | bas_PIP Has Been Created. Coordinates: x: 693, y: 446
INFO | 3724 | eklem_tracker | bas_DIP Has Been Created. Coordinates: x: 569, y: 450
INFO | 4092 | eklem_tracker | bas_uc Has Been Created. Coordinates: x: 473, y: 440
INFO | 4093 | keypoint | Starting Loop For video. 



INFO | 4095 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 4097 | color_detetor | Filtering Done & Mask Created
INFO | 4097 | color_detetor | 9 Points Detected on the Image
INFO | 4460 | eklem_tracker | Results Matched for New Frame
INFO | 4460 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 4460 | eklem_tracker | Getting Joints Dict
INFO | 4460 | angle_calculator | Getting Angle Dict
INFO | 4460 | keypoint | Angles & Lines Are on the Image
INFO | 6273 | keypoint | Frame Saved.





INFO | 6276 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 6277 | color_detetor | Filtering Done & Mask Created
INFO | 6278 | color_detetor | 9 Points Detected on the Image
INFO | 6421 | eklem_tracker | Results Matched for New Frame
INFO | 6422 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 6422 | eklem_tracker | Getting Joints Dict
INFO | 6422 | angle_calculator | Getting Angle Dict
INFO | 6422 | keypoint | Angles & Lines Are on the Image
INFO | 6779 | keypoint | Frame Saved.





INFO | 6781 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 6783 | color_detetor | Filtering Done & Mask Created
INFO | 6784 | color_detetor | 9 Points Detected on the Image
INFO | 6784 | eklem_tracker | Results Matched for New Frame
INFO | 6784 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 6784 | eklem_tracker | Getting Joints Dict
INFO | 6784 | angle_calculator | Getting Angle Dict
INFO | 6784 | keypoint | Angles & Lines Are on the Image
INFO | 6811 | keypoint | Frame Saved.





INFO | 6814 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 6816 | color_detetor | Filtering Done & Mask Created
INFO | 6817 | color_detetor | 9 Points Detected on the Image
INFO | 6817 | eklem_tracker | Results Matched for New Frame
INFO | 6817 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 6817 | eklem_tracker | Getting Joints Dict
INFO | 6817 | angle_calculator | Getting Angle Dict
INFO | 6817 | keypoint | Angles & Lines Are on the Image
INFO | 6841 | keypoint | Frame Saved.





INFO | 6844 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 6845 | color_detetor | Filtering Done & Mask Created
INFO | 6846 | color_detetor | 9 Points Detected on the Image
INFO | 6846 | eklem_tracker | Results Matched for New Frame
INFO | 6847 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 6847 | eklem_tracker | Getting Joints Dict
INFO | 6847 | angle_calculator | Getting Angle Dict
INFO | 6847 | keypoint | Angles & Lines Are on the Image
INFO | 6873 | keypoint | Frame Saved.





INFO | 6875 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 6877 | color_detetor | Filtering Done & Mask Created
INFO | 6878 | color_detetor | 9 Points Detected on the Image
INFO | 6878 | eklem_tracker | Results Matched for New Frame
