INFO | 320 | keypoint | Camera Started: mavi-el-resized.mp4
INFO | 335 | keypoint | Resolution H: 720, W: 1280. Writer Object Created with the Name: mavi-el-resized-output.mp4.
INFO | 335 | keypoint | Filtering Values Set. Hue Min: 93, Saturation Min: 44, Value Min: 38, Hue Max: 170, Saturation Max: 232, Value Max: 255
INFO | 1264 | eklem_tracker | isaret_uc Has Been Created. Coordinates: x: 467, y: 279
INFO | 1537 | eklem_tracker | isaret_DIP Has Been Created. Coordinates: x: 548, y: 271
INFO | 1856 | eklem_tracker | isaret_PIP Has Been Created. Coordinates: x: 591, y: 246
INFO | 2296 | eklem_tracker | isaret_MP Has Been Created. Coordinates: x: 706, y: 305
INFO | 2704 | eklem_tracker | CMC Has Been Created. Coordinates: x: 815, y: 427
INFO | 3096 | eklem_tracker | bas_PIP Has Been Created. Coordinates: x: 708, y: 449
INFO | 3448 | eklem_tracker | bas_DIP Has Been Created. Coordinates: x: 576, y: 447
INFO | 3832 | eklem_tracker | bas_uc Has Been Created. Coordinates: x: 492, y: 448
INFO | 3832 | keypoint | Starting Loop For video. 



INFO | 3834 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 3836 | color_detetor | Filtering Done & Mask Created
INFO | 3837 | color_detetor | 9 Points Detected on the Image
INFO | 4182 | eklem_tracker | Results Matched for New Frame
INFO | 4182 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 4183 | eklem_tracker | Getting Joints Dict
INFO | 4183 | angle_calculator | Getting Angle Dict
INFO | 4183 | keypoint | Angles & Lines Are on the Image
INFO | 4194 | keypoint | Frame Saved.





INFO | 4196 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 4197 | color_detetor | Filtering Done & Mask Created
INFO | 4198 | color_detetor | 9 Points Detected on the Image
INFO | 4337 | eklem_tracker | Results Matched for New Frame
INFO | 4337 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 4337 | eklem_tracker | Getting Joints Dict
INFO | 4337 | angle_calculator | Getting Angle Dict
INFO | 4337 | keypoint | Angles & Lines Are on the Image
INFO | 4363 | keypoint | Frame Saved.





INFO | 4366 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 4368 | color_detetor | Filtering Done & Mask Created
INFO | 4368 | color_detetor | 9 Points Detected on the Image
INFO | 4369 | eklem_tracker | Results Matched for New Frame
INFO | 4369 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 4369 | eklem_tracker | Getting Joints Dict
INFO | 4369 | angle_calculator | Getting Angle Dict
INFO | 4369 | keypoint | Angles & Lines Are on the Image
INFO | 4395 | keypoint | Frame Saved.





INFO | 4397 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 4398 | color_detetor | Filtering Done & Mask Created
INFO | 4399 | color_detetor | 9 Points Detected on the Image
INFO | 4399 | eklem_tracker | Results Matched for New Frame
INFO | 4400 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 4400 | eklem_tracker | Getting Joints Dict
INFO | 4400 | angle_calculator | Getting Angle Dict
INFO | 4400 | keypoint | Angles & Lines Are on the Image
INFO | 4425 | keypoint | Frame Saved.





INFO | 4427 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 4429 | color_detetor | Filtering Done & Mask Created
INFO | 4430 | color_detetor | 9 Points Detected on the Image
INFO | 4430 | eklem_tracker | Results Matched for New Frame
INFO | 4430 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 4430 | eklem_tracker | Getting Joints Dict
INFO | 4430 | angle_calculator | Getting Angle Dict
INFO | 4430 | keypoint | Angles & Lines Are on the Image
INFO | 4456 | keypoint | Frame Saved.





INFO | 4458 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 4460 | color_detetor | Filtering Done & Mask Created
INFO | 4460 | color_detetor | 9 Points Detected on the Image
INFO | 4461 | eklem_tracker | Results Matched for New Frame
INFO | 4461 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 4461 | eklem_tracker | Getting Joints Dict
INFO | 4461 | angle_calculator | Getting Angle Dict
INFO | 4461 | keypoint | Angles & Lines Are on the Image
INFO | 4470 | keypoint | Frame Saved.





INFO | 4473 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 4475 | color_detetor | Filtering Done & Mask Created
INFO | 4476 | color_detetor | 9 Points Detected on the Image
INFO | 4476 | eklem_tracker | Results Matched for New Frame
INFO | 4477 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 4477 | eklem_tracker | Getting Joints Dict
INFO | 4477 | angle_calculator | Getting Angle Dict
INFO | 4477 | keypoint | Angles & Lines Are on the Image
INFO | 4486 | keypoint | Frame Saved.





INFO | 4489 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 4491 | color_detetor | Filtering Done & Mask Created
INFO | 4492 | color_detetor | 9 Points Detected on the Image
INFO | 4492 | eklem_tracker | Results Matched for New Frame
INFO | 4492 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 4492 | eklem_tracker | Getting Joints Dict
INFO | 4492 | angle_calculator | Getting Angle Dict
INFO | 4492 | keypoint | Angles & Lines Are on the Image
INFO | 4501 | keypoint | Frame Saved.





INFO | 4504 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 4506 | color_detetor | Filtering Done & Mask Created
INFO | 4507 | color_detetor | 10 Points Detected on the Image
INFO | 4507 | eklem_tracker | Results Matched for New Frame
INFO | 4507 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 4507 | eklem_tracker | Getting Joints Dict
INFO | 4507 | angle_calculator | Getting Angle Dict
INFO | 4507 | keypoint | Angles & Lines Are on the Image
INFO | 4516 | keypoint | Frame Saved.





INFO | 4518 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 4520 | color_detetor | Filtering Done & Mask Created
INFO | 4521 | color_detetor | 10 Points Detected on the Image
INFO | 4521 | eklem_tracker | Results Matched for New Frame
INFO | 4522 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 4522 | eklem_tracker | Getting Joints Dict
INFO | 4522 | angle_calculator | Getting Angle Dict
INFO | 4522 | keypoint | Angles & Lines Are on the Image
INFO | 4535 | keypoint | Frame Saved.





INFO | 4538 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 4540 | color_detetor | Filtering Done & Mask Created
INFO | 4541 | color_detetor | 9 Points Detected on the Image
INFO | 4542 | eklem_tracker | Results Matched for New Frame
INFO | 4542 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 4542 | eklem_tracker | Getting Joints Dict
INFO | 4542 | angle_calculator | Getting Angle Dict
INFO | 4542 | keypoint | Angles & Lines Are on the Image
INFO | 4553 | keypoint | Frame Saved.





INFO | 4556 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 4558 | color_detetor | Filtering Done & Mask Created
INFO | 4558 | color_detetor | 9 Points Detected on the Image
INFO | 4559 | eklem_tracker | Results Matched for New Frame
INFO | 4559 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 4559 | eklem_tracker | Getting Joints Dict
INFO | 4559 | angle_calculator | Getting Angle Dict
INFO | 4559 | keypoint | Angles & Lines Are on the Image
INFO | 4570 | keypoint | Frame Saved.





INFO | 4574 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 4575 | color_detetor | Filtering Done & Mask Created
INFO | 4576 | color_detetor | 9 Points Detected on the Image
INFO | 4576 | eklem_tracker | Results Matched for New Frame
INFO | 4576 | eklem_tracker | Joint Points & Names Now Are on the Frame
