INFO | 351 | keypoint | Camera Started: yesil-el.mp4
INFO | 368 | keypoint | Resolution H: 1080, W: 1920. Writer Object Created with the Name: yesil-el-resized-output.mp4.
INFO | 368 | keypoint | Filtering Values Set. Hue Min: 27, Saturation Min: 51, Value Min: 32, Hue Max: 88, Saturation Max: 255, Value Max: 222
INFO | 1741 | eklem_tracker | isaret_uc Has Been Created. Coordinates: x: 581, y: 418
INFO | 2325 | eklem_tracker | isaret_DIP Has Been Created. Coordinates: x: 655, y: 358
INFO | 2908 | eklem_tracker | isaret_PIP Has Been Created. Coordinates: x: 705, y: 283
INFO | 3469 | eklem_tracker | isaret_MP Has Been Created. Coordinates: x: 857, y: 349
INFO | 3892 | eklem_tracker | CMC Has Been Created. Coordinates: x: 1041, y: 497
INFO | 4453 | eklem_tracker | bas_PIP Has Been Created. Coordinates: x: 883, y: 569
INFO | 4877 | eklem_tracker | bas_DIP Has Been Created. Coordinates: x: 726, y: 585
INFO | 5287 | eklem_tracker | bas_uc Has Been Created. Coordinates: x: 590, y: 593
INFO | 5290 | keypoint | Starting Loop For video. 



INFO | 5295 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 5301 | color_detetor | Filtering Done & Mask Created
INFO | 5304 | color_detetor | 8 Points Detected on the Image
INFO | 5683 | eklem_tracker | Results Matched for New Frame
INFO | 5683 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 5683 | eklem_tracker | Getting Joints Dict
INFO | 5683 | angle_calculator | Getting Angle Dict
INFO | 5683 | keypoint | Angles & Lines Are on the Image
INFO | 5704 | keypoint | Frame Saved.





INFO | 5709 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 5711 | color_detetor | Filtering Done & Mask Created
INFO | 5712 | color_detetor | 8 Points Detected on the Image
INFO | 5857 | eklem_tracker | Results Matched for New Frame
INFO | 5858 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 5858 | eklem_tracker | Getting Joints Dict
INFO | 5858 | angle_calculator | Getting Angle Dict
INFO | 5858 | keypoint | Angles & Lines Are on the Image
INFO | 5879 | keypoint | Frame Saved.





INFO | 5883 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 5885 | color_detetor | Filtering Done & Mask Created
INFO | 5886 | color_detetor | 8 Points Detected on the Image
INFO | 5886 | eklem_tracker | Results Matched for New Frame
INFO | 5886 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 5886 | eklem_tracker | Getting Joints Dict
INFO | 5886 | angle_calculator | Getting Angle Dict
INFO | 5886 | keypoint | Angles & Lines Are on the Image
INFO | 5897 | keypoint | Frame Saved.





INFO | 5901 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 5903 | color_detetor | Filtering Done & Mask Created
INFO | 5904 | color_detetor | 8 Points Detected on the Image
INFO | 5904 | eklem_tracker | Results Matched for New Frame
INFO | 5904 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 5904 | eklem_tracker | Getting Joints Dict
INFO | 5904 | angle_calculator | Getting Angle Dict
INFO | 5904 | keypoint | Angles & Lines Are on the Image
INFO | 5915 | keypoint | Frame Saved.





INFO | 5919 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 5920 | color_detetor | Filtering Done & Mask Created
INFO | 5921 | color_detetor | 8 Points Detected on the Image
INFO | 5921 | eklem_tracker | Results Matched for New Frame
INFO | 5921 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 5922 | eklem_tracker | Getting Joints Dict
INFO | 5922 | angle_calculator | Getting Angle Dict
INFO | 5922 | keypoint | Angles & Lines Are on the Image
INFO | 5938 | keypoint | Frame Saved.





INFO | 5942 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 5943 | color_detetor | Filtering Done & Mask Created
INFO | 5944 | color_detetor | 8 Points Detected on the Image
INFO | 5944 | eklem_tracker | Results Matched for New Frame
INFO | 5944 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 5944 | eklem_tracker | Getting Joints Dict
INFO | 5944 | angle_calculator | Getting Angle Dict
INFO | 5945 | keypoint | Angles & Lines Are on the Image
INFO | 5969 | keypoint | Frame Saved.





INFO | 5974 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 5975 | color_detetor | Filtering Done & Mask Created
INFO | 5976 | color_detetor | 8 Points Detected on the Image
INFO | 5976 | eklem_tracker | Results Matched for New Frame
INFO | 5976 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 5976 | eklem_tracker | Getting Joints Dict
INFO | 5976 | angle_calculator | Getting Angle Dict
INFO | 5977 | keypoint | Angles & Lines Are on the Image
INFO | 5985 | keypoint | Frame Saved.





