INFO | 332 | keypoint | Camera Started: mavi-el-resized.mp4
INFO | 350 | keypoint | Resolution H: 720, W: 1280. Writer Object Created with the Name: mavi-el-resized-output.mp4.
INFO | 350 | keypoint | Filtering Values Set. Hue Min: 93, Saturation Min: 44, Value Min: 38, Hue Max: 170, Saturation Max: 232, Value Max: 255
INFO | 1606 | eklem_tracker | isaret_uc Has Been Created. Coordinates: x: 465, y: 281
INFO | 2015 | eklem_tracker | isaret_DIP Has Been Created. Coordinates: x: 465, y: 281
INFO | 2879 | eklem_tracker | isaret_PIP Has Been Created. Coordinates: x: 592, y: 244
INFO | 3294 | eklem_tracker | isaret_MP Has Been Created. Coordinates: x: 707, y: 304
INFO | 3806 | eklem_tracker | CMC Has Been Created. Coordinates: x: 804, y: 429
INFO | 4166 | eklem_tracker | bas_PIP Has Been Created. Coordinates: x: 701, y: 441
INFO | 4550 | eklem_tracker | bas_DIP Has Been Created. Coordinates: x: 570, y: 445
INFO | 4926 | eklem_tracker | bas_uc Has Been Created. Coordinates: x: 482, y: 447
INFO | 4927 | keypoint | Starting Loop For video. 



INFO | 4929 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 4931 | color_detetor | Filtering Done & Mask Created
INFO | 4932 | color_detetor | 9 Points Detected on the Image
INFO | 5295 | eklem_tracker | Results Matched for New Frame
INFO | 5295 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 5295 | eklem_tracker | Getting Joints Dict
INFO | 5296 | angle_calculator | Getting Angle Dict
INFO | 5296 | keypoint | Angles & Lines Are on the Image
INFO | 6863 | keypoint | All Joint Positions: [{'isaret_uc': array([462.5       , 282.13635254]), 'isaret_DIP': array([462.5       , 282.13635254]), 'isaret_PIP': array([589.73809814, 242.5       ]), 'isaret_MP': array([702.94171143, 301.34048462]), 'CMC': array([805., 425.]), 'bas_PIP': array([688.70001221, 445.5       ]), 'bas_DIP': array([558.08728027, 445.70635986]), 'bas_uc': array([478.57693481, 438.5       ])}, {'isaret_uc': array([462.5       , 282.13635254]), 'isaret_DIP': array([462.5       , 282.13635254]), 'isaret_PIP': array([589.73809814, 242.5       ]), 'isaret_MP': array([702.94171143, 301.34048462]), 'CMC': array([805., 425.]), 'bas_PIP': array([688.70001221, 445.5       ]), 'bas_DIP': array([558.08728027, 445.70635986]), 'bas_uc': array([478.57693481, 438.5       ])}]




INFO | 6864 | keypoint | All Joint Angles: [{'isaret_DIP': 17.302503128748413, 'isaret_PIP': 135.23318331680065, 'isaret_MP': 156.99774707198245, 'CMC': 60.46330513036827, 'bas_PIP': 170.09378498799626, 'bas_DIP': 174.73066646658074}]
