INFO | 446 | keypoint | Camera Started: yesil-el.mp4
INFO | 465 | keypoint | Resolution H: 1080, W: 1920. Writer Object Created with the Name: manipulandum_red_output.mp4.
INFO | 465 | keypoint | Filtering Values Set. Hue Min: 24, Saturation Min: 80, Value Min: 20, Hue Max: 118, Saturation Max: 255, Value Max: 205
INFO | 1882 | eklem_tracker | isaret_uc Has Been Created. Coordinates: x: 410, y: 242
INFO | 2298 | eklem_tracker | isaret_DIP Has Been Created. Coordinates: x: 463, y: 186
INFO | 2722 | eklem_tracker | isaret_PIP Has Been Created. Coordinates: x: 491, y: 149
INFO | 3330 | eklem_tracker | isaret_MP Has Been Created. Coordinates: x: 600, y: 200
INFO | 4033 | eklem_tracker | CMC Has Been Created. Coordinates: x: 730, y: 311
INFO | 4681 | eklem_tracker | bas_PIP Has Been Created. Coordinates: x: 638, y: 358
INFO | 5202 | eklem_tracker | bas_DIP Has Been Created. Coordinates: x: 524, y: 377
INFO | 5601 | eklem_tracker | bas_uc Has Been Created. Coordinates: x: 451, y: 380
INFO | 5602 | keypoint | Starting Loop For video. 



INFO | 5606 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 5607 | color_detetor | Filtering Done & Mask Created
INFO | 5608 | color_detetor | 8 Points Detected on the Image
INFO | 6013 | eklem_tracker | Results Matched for New Frame
INFO | 6013 | eklem_tracker | Getting Joints Dict
INFO | 6013 | angle_calculator | Getting Angle Dict
INFO | 6025 | keypoint | Frame Saved.





INFO | 6028 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 6030 | color_detetor | Filtering Done & Mask Created
INFO | 6031 | color_detetor | 8 Points Detected on the Image
INFO | 6178 | eklem_tracker | Results Matched for New Frame
INFO | 6178 | eklem_tracker | Getting Joints Dict
INFO | 6178 | angle_calculator | Getting Angle Dict
INFO | 6186 | keypoint | Frame Saved.





INFO | 6190 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 6192 | color_detetor | Filtering Done & Mask Created
INFO | 6192 | color_detetor | 8 Points Detected on the Image
INFO | 6192 | eklem_tracker | Results Matched for New Frame
INFO | 6192 | eklem_tracker | Getting Joints Dict
INFO | 6192 | angle_calculator | Getting Angle Dict
INFO | 6212 | keypoint | Frame Saved.





INFO | 6216 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 6217 | color_detetor | Filtering Done & Mask Created
INFO | 6218 | color_detetor | 8 Points Detected on the Image
INFO | 6218 | eklem_tracker | Results Matched for New Frame
INFO | 6218 | eklem_tracker | Getting Joints Dict
INFO | 6218 | angle_calculator | Getting Angle Dict
INFO | 6228 | keypoint | Frame Saved.





INFO | 6232 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 6234 | color_detetor | Filtering Done & Mask Created
INFO | 6235 | color_detetor | 8 Points Detected on the Image
INFO | 6235 | eklem_tracker | Results Matched for New Frame
INFO | 6235 | eklem_tracker | Getting Joints Dict
INFO | 6235 | angle_calculator | Getting Angle Dict
INFO | 6244 | keypoint | Frame Saved.





INFO | 6248 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 6249 | color_detetor | Filtering Done & Mask Created
INFO | 6250 | color_detetor | 8 Points Detected on the Image
INFO | 6250 | eklem_tracker | Results Matched for New Frame
INFO | 6250 | eklem_tracker | Getting Joints Dict
INFO | 6250 | angle_calculator | Getting Angle Dict
INFO | 6259 | keypoint | Frame Saved.





INFO | 6263 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 6265 | color_detetor | Filtering Done & Mask Created
INFO | 6266 | color_detetor | 8 Points Detected on the Image
INFO | 6266 | eklem_tracker | Results Matched for New Frame
INFO | 6266 | eklem_tracker | Getting Joints Dict
INFO | 6266 | angle_calculator | Getting Angle Dict
INFO | 6275 | keypoint | Frame Saved.





INFO | 6279 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 6281 | color_detetor | Filtering Done & Mask Created
INFO | 6281 | color_detetor | 8 Points Detected on the Image
INFO | 6281 | eklem_tracker | Results Matched for New Frame
INFO | 6281 | eklem_tracker | Getting Joints Dict
INFO | 6281 | angle_calculator | Getting Angle Dict
INFO | 6292 | keypoint | Frame Saved.





INFO | 6296 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 6297 | color_detetor | Filtering Done & Mask Created
INFO | 6298 | color_detetor | 8 Points Detected on the Image
INFO | 6298 | eklem_tracker | Results Matched for New Frame
INFO | 6298 | eklem_tracker | Getting Joints Dict
INFO | 6298 | angle_calculator | Getting Angle Dict
INFO | 6307 | keypoint | Frame Saved.





INFO | 6311 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 6313 | color_detetor | Filtering Done & Mask Created
INFO | 6313 | color_detetor | 8 Points Detected on the Image
INFO | 6313 | eklem_tracker | Results Matched for New Frame
INFO | 6313 | eklem_tracker | Getting Joints Dict
INFO | 6313 | angle_calculator | Getting Angle Dict
INFO | 6322 | keypoint | Frame Saved.





INFO | 6326 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 6328 | color_detetor | Filtering Done & Mask Created
INFO | 6329 | color_detetor | 8 Points Detected on the Image
INFO | 6329 | eklem_tracker | Results Matched for New Frame
INFO | 6329 | eklem_tracker | Getting Joints Dict
INFO | 6329 | angle_calculator | Getting Angle Dict
INFO | 6338 | keypoint | Frame Saved.





INFO | 6341 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 6343 | color_detetor | Filtering Done & Mask Created
INFO | 6343 | color_detetor | 8 Points Detected on the Image
INFO | 6344 | eklem_tracker | Results Matched for New Frame
INFO | 6344 | eklem_tracker | Getting Joints Dict
INFO | 6344 | angle_calculator | Getting Angle Dict
INFO | 6353 | keypoint | Frame Saved.





INFO | 6356 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 6358 | color_detetor | Filtering Done & Mask Created
INFO | 6359 | color_detetor | 8 Points Detected on the Image
INFO | 6359 | eklem_tracker | Results Matched for New Frame
INFO | 6359 | eklem_tracker | Getting Joints Dict
INFO | 6359 | angle_calculator | Getting Angle Dict
INFO | 6370 | keypoint | Frame Saved.





INFO | 6374 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 6375 | color_detetor | Filtering Done & Mask Created
INFO | 6376 | color_detetor | 8 Points Detected on the Image
INFO | 6376 | eklem_tracker | Results Matched for New Frame
INFO | 6376 | eklem_tracker | Getting Joints Dict
INFO | 6376 | angle_calculator | Getting Angle Dict
INFO | 6384 | keypoint | Frame Saved.





INFO | 6388 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 6390 | color_detetor | Filtering Done & Mask Created
INFO | 6391 | color_detetor | 8 Points Detected on the Image
INFO | 6391 | eklem_tracker | Results Matched for New Frame
INFO | 6391 | eklem_tracker | Getting Joints Dict
INFO | 6391 | angle_calculator | Getting Angle Dict
INFO | 6400 | keypoint | Frame Saved.





INFO | 6404 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 6406 | color_detetor | Filtering Done & Mask Created
INFO | 6406 | color_detetor | 8 Points Detected on the Image
INFO | 6406 | eklem_tracker | Results Matched for New Frame
INFO | 6406 | eklem_tracker | Getting Joints Dict
INFO | 6406 | angle_calculator | Getting Angle Dict
INFO | 6416 | keypoint | Frame Saved.





INFO | 6420 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 6422 | color_detetor | Filtering Done & Mask Created
INFO | 6422 | color_detetor | 8 Points Detected on the Image
INFO | 6422 | eklem_tracker | Results Matched for New Frame
INFO | 6423 | eklem_tracker | Getting Joints Dict
INFO | 6423 | angle_calculator | Getting Angle Dict
INFO | 6432 | keypoint | Frame Saved.





INFO | 6436 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 6439 | color_detetor | Filtering Done & Mask Created
INFO | 6439 | color_detetor | 8 Points Detected on the Image
INFO | 6439 | eklem_tracker | Results Matched for New Frame
INFO | 6439 | eklem_tracker | Getting Joints Dict
INFO | 6439 | angle_calculator | Getting Angle Dict
INFO | 6450 | keypoint | Frame Saved.





INFO | 6454 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 6455 | color_detetor | Filtering Done & Mask Created
INFO | 6456 | color_detetor | 8 Points Detected on the Image
INFO | 6456 | eklem_tracker | Results Matched for New Frame
INFO | 6456 | eklem_tracker | Getting Joints Dict
INFO | 6456 | angle_calculator | Getting Angle Dict
INFO | 6464 | keypoint | Frame Saved.





INFO | 6468 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 6469 | color_detetor | Filtering Done & Mask Created
INFO | 6470 | color_detetor | 8 Points Detected on the Image
INFO | 6470 | eklem_tracker | Results Matched for New Frame
INFO | 6470 | eklem_tracker | Getting Joints Dict
INFO | 6470 | angle_calculator | Getting Angle Dict
INFO | 6478 | keypoint | Frame Saved.





INFO | 6482 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 6484 | color_detetor | Filtering Done & Mask Created
INFO | 6485 | color_detetor | 8 Points Detected on the Image
INFO | 6485 | eklem_tracker | Results Matched for New Frame
INFO | 6485 | eklem_tracker | Getting Joints Dict
INFO | 6485 | angle_calculator | Getting Angle Dict
INFO | 6494 | keypoint | Frame Saved.





INFO | 6498 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 6500 | color_detetor | Filtering Done & Mask Created
INFO | 6500 | color_detetor | 8 Points Detected on the Image
INFO | 6500 | eklem_tracker | Results Matched for New Frame
INFO | 6500 | eklem_tracker | Getting Joints Dict
INFO | 6500 | angle_calculator | Getting Angle Dict
INFO | 6510 | keypoint | Frame Saved.





INFO | 6514 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 6516 | color_detetor | Filtering Done & Mask Created
INFO | 6517 | color_detetor | 8 Points Detected on the Image
INFO | 6517 | eklem_tracker | Results Matched for New Frame
INFO | 6517 | eklem_tracker | Getting Joints Dict
INFO | 6517 | angle_calculator | Getting Angle Dict
INFO | 6526 | keypoint | Frame Saved.





INFO | 6530 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 6532 | color_detetor | Filtering Done & Mask Created
INFO | 6532 | color_detetor | 8 Points Detected on the Image
INFO | 6533 | eklem_tracker | Results Matched for New Frame
INFO | 6533 | eklem_tracker | Getting Joints Dict
INFO | 6533 | angle_calculator | Getting Angle Dict
INFO | 6542 | keypoint | Frame Saved.





INFO | 6546 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 6548 | color_detetor | Filtering Done & Mask Created
INFO | 6549 | color_detetor | 8 Points Detected on the Image
INFO | 6549 | eklem_tracker | Results Matched for New Frame
