INFO | 319 | keypoint | Camera Started: mavi-el-resized.mp4
INFO | 335 | keypoint | Resolution H: 720, W: 1280. Writer Object Created with the Name: mavi-el-resized-output.mp4.
INFO | 335 | keypoint | Filtering Values Set. Hue Min: 93, Saturation Min: 44, Value Min: 38, Hue Max: 170, Saturation Max: 232, Value Max: 255
INFO | 1243 | eklem_tracker | isaret_uc Has Been Created. Coordinates: x: 472, y: 286
INFO | 1547 | eklem_tracker | isaret_DIP Has Been Created. Coordinates: x: 541, y: 264
INFO | 1867 | eklem_tracker | isaret_PIP Has Been Created. Coordinates: x: 598, y: 239
INFO | 2274 | eklem_tracker | isaret_MP Has Been Created. Coordinates: x: 705, y: 303
INFO | 2770 | eklem_tracker | CMC Has Been Created. Coordinates: x: 812, y: 433
INFO | 3194 | eklem_tracker | bas_PIP Has Been Created. Coordinates: x: 705, y: 443
INFO | 3563 | eklem_tracker | bas_DIP Has Been Created. Coordinates: x: 567, y: 446
INFO | 3922 | eklem_tracker | bas_uc Has Been Created. Coordinates: x: 473, y: 449
INFO | 3923 | keypoint | Starting Loop For video. 



INFO | 3925 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 3927 | color_detetor | Filtering Done & Mask Created
INFO | 3927 | color_detetor | 9 Points Detected on the Image
INFO | 4278 | eklem_tracker | Results Matched for New Frame
INFO | 4278 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 4278 | eklem_tracker | Getting Joints Dict
INFO | 4278 | angle_calculator | Getting Angle Dict
INFO | 4278 | keypoint | Angles & Lines Are on the Image
INFO | 4289 | keypoint | Frame Saved.





INFO | 4291 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 4293 | color_detetor | Filtering Done & Mask Created
INFO | 4294 | color_detetor | 9 Points Detected on the Image
INFO | 4437 | eklem_tracker | Results Matched for New Frame
INFO | 4437 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 4437 | eklem_tracker | Getting Joints Dict
INFO | 4437 | angle_calculator | Getting Angle Dict
INFO | 4437 | keypoint | Angles & Lines Are on the Image
INFO | 4447 | keypoint | Frame Saved.





INFO | 4450 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 4452 | color_detetor | Filtering Done & Mask Created
INFO | 4453 | color_detetor | 9 Points Detected on the Image
INFO | 4453 | eklem_tracker | Results Matched for New Frame
INFO | 4453 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 4453 | eklem_tracker | Getting Joints Dict
INFO | 4453 | angle_calculator | Getting Angle Dict
INFO | 4453 | keypoint | Angles & Lines Are on the Image
INFO | 4472 | keypoint | Frame Saved.





INFO | 4474 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 4476 | color_detetor | Filtering Done & Mask Created
INFO | 4477 | color_detetor | 9 Points Detected on the Image
INFO | 4477 | eklem_tracker | Results Matched for New Frame
INFO | 4477 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 4477 | eklem_tracker | Getting Joints Dict
INFO | 4477 | angle_calculator | Getting Angle Dict
INFO | 4477 | keypoint | Angles & Lines Are on the Image
INFO | 4487 | keypoint | Frame Saved.





INFO | 4490 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 4491 | color_detetor | Filtering Done & Mask Created
INFO | 4492 | color_detetor | 9 Points Detected on the Image
INFO | 4492 | eklem_tracker | Results Matched for New Frame
INFO | 4493 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 4493 | eklem_tracker | Getting Joints Dict
INFO | 4493 | angle_calculator | Getting Angle Dict
INFO | 4493 | keypoint | Angles & Lines Are on the Image
INFO | 4503 | keypoint | Frame Saved.





INFO | 4506 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 4507 | color_detetor | Filtering Done & Mask Created
INFO | 4508 | color_detetor | 9 Points Detected on the Image
INFO | 4508 | eklem_tracker | Results Matched for New Frame
INFO | 4508 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 4508 | eklem_tracker | Getting Joints Dict
INFO | 4508 | angle_calculator | Getting Angle Dict
INFO | 4508 | keypoint | Angles & Lines Are on the Image
INFO | 4517 | keypoint | Frame Saved.





INFO | 4520 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 4522 | color_detetor | Filtering Done & Mask Created
INFO | 4522 | color_detetor | 9 Points Detected on the Image
INFO | 4523 | eklem_tracker | Results Matched for New Frame
INFO | 4523 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 4523 | eklem_tracker | Getting Joints Dict
INFO | 4523 | angle_calculator | Getting Angle Dict
INFO | 4523 | keypoint | Angles & Lines Are on the Image
INFO | 4535 | keypoint | Frame Saved.





INFO | 4537 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 4539 | color_detetor | Filtering Done & Mask Created
INFO | 4540 | color_detetor | 9 Points Detected on the Image
INFO | 4540 | eklem_tracker | Results Matched for New Frame
INFO | 4540 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 4540 | eklem_tracker | Getting Joints Dict
INFO | 4540 | angle_calculator | Getting Angle Dict
INFO | 4540 | keypoint | Angles & Lines Are on the Image
INFO | 4549 | keypoint | Frame Saved.





INFO | 4552 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 4553 | color_detetor | Filtering Done & Mask Created
INFO | 4554 | color_detetor | 10 Points Detected on the Image
INFO | 4554 | eklem_tracker | Results Matched for New Frame
INFO | 4554 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 4554 | eklem_tracker | Getting Joints Dict
INFO | 4554 | angle_calculator | Getting Angle Dict
INFO | 4554 | keypoint | Angles & Lines Are on the Image
INFO | 4564 | keypoint | Frame Saved.





INFO | 4567 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 4568 | color_detetor | Filtering Done & Mask Created
INFO | 4569 | color_detetor | 10 Points Detected on the Image
INFO | 4569 | eklem_tracker | Results Matched for New Frame
INFO | 4570 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 4570 | eklem_tracker | Getting Joints Dict
INFO | 4570 | angle_calculator | Getting Angle Dict
INFO | 4570 | keypoint | Angles & Lines Are on the Image
INFO | 4583 | keypoint | Frame Saved.





INFO | 4585 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 4586 | color_detetor | Filtering Done & Mask Created
INFO | 4587 | color_detetor | 9 Points Detected on the Image
INFO | 4587 | eklem_tracker | Results Matched for New Frame
INFO | 4587 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 4587 | eklem_tracker | Getting Joints Dict
INFO | 4587 | angle_calculator | Getting Angle Dict
INFO | 4587 | keypoint | Angles & Lines Are on the Image
INFO | 4598 | keypoint | Frame Saved.





INFO | 4601 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 4602 | color_detetor | Filtering Done & Mask Created
INFO | 4603 | color_detetor | 9 Points Detected on the Image
INFO | 4603 | eklem_tracker | Results Matched for New Frame
INFO | 4603 | eklem_tracker | Joint Points & Names Now Are on the Frame
INFO | 4603 | eklem_tracker | Getting Joints Dict
INFO | 4604 | angle_calculator | Getting Angle Dict
INFO | 4604 | keypoint | Angles & Lines Are on the Image
INFO | 4615 | keypoint | Frame Saved.





INFO | 4616 | keypoint | Frame read and resized to (720, 1280, 3).
INFO | 4617 | color_detetor | Filtering Done & Mask Created
INFO | 4618 | color_detetor | 9 Points Detected on the Image
INFO | 4618 | eklem_tracker | Results Matched for New Frame
INFO | 4618 | eklem_tracker | Joint Points & Names Now Are on the Frame
